market,kind,side,touch_px,touch_size,near_size,total_size,target,qualifies,share_pct,est_day_usd,risk_usd,share_per_dollar,note
tec-mlb-nl-2026-11-27-mvp-bryhar,tec-mlb-nl,BUY,0.006,279.0,3461.0,5961.0,2500.0,1,0.0318,0.0019,0.006,0.053,
tec-mlb-nl-2026-11-27-mvp-bryhar,tec-mlb-nl,SELL,0.007,32146.0,33766.0,306630.0,2500.0,1,0.0031,0.0002,0.007,0.0044,
tec-mlb-nl-2026-11-27-mvp-fertat,tec-mlb-nl,BUY,0.005,7684.0,7684.0,10184.0,2500.0,1,0.013,0.0008,0.005,0.026,
tec-mlb-nl-2026-11-27-mvp-fertat,tec-mlb-nl,SELL,0.007,3.0,1134.0,295576.0,2500.0,1,0.0163,0.001,0.007,0.0233,
tec-mlb-nl-2026-11-27-mvp-andpag,tec-mlb-nl,BUY,0.005,104.0,104.0,51971.0,2500.0,1,0.0029,0.0002,0.005,0.0059,
tec-mlb-nl-2026-11-27-mvp-andpag,tec-mlb-nl,SELL,0.006,1782.0,2135.0,11500.0,2500.0,1,0.0278,0.0017,0.006,0.0464,
tec-mlb-nl-2026-11-27-mvp-frefre,tec-mlb-nl,BUY,0.005,2380.0,5276.0,7544.0,2500.0,1,0.0201,0.0012,0.005,0.0401,
tec-mlb-nl-2026-11-27-mvp-frefre,tec-mlb-nl,SELL,0.006,51590.0,51890.0,354216.0,2500.0,1,0.0019,0.0001,0.006,0.0032,
tec-mlb-nl-2026-11-27-mvp-kylsch,tec-mlb-nl,BUY,0.005,7663.0,7663.0,10163.0,2500.0,1,0.013,0.0008,0.005,0.0261,
tec-mlb-nl-2026-11-27-mvp-kylsch,tec-mlb-nl,SELL,0.006,54375.0,54520.0,328216.0,2500.0,1,0.0018,0.0001,0.006,0.0031,
tec-mlb-nl-2026-11-27-mvp-manmac,tec-mlb-nl,BUY,0.005,4206.0,6623.0,9123.0,2500.0,1,0.0238,0.0014,0.005,0.0475,
tec-mlb-nl-2026-11-27-mvp-manmac,tec-mlb-nl,SELL,0.006,3.0,936.0,280175.0,2500.0,1,0.0424,0.0026,0.006,0.0706,
tec-mlb-nl-2026-11-27-mvp-onecru,tec-mlb-nl,BUY,0.005,4101.0,9124.0,10249.0,2500.0,1,0.0244,0.0015,0.005,0.0488,
tec-mlb-nl-2026-11-27-mvp-onecru,tec-mlb-nl,SELL,0.006,18942.0,18942.0,296882.0,2500.0,1,0.0053,0.0003,0.006,0.0088,
tec-mlb-nl-2026-11-27-mvp-seisuz,tec-mlb-nl,BUY,0.005,3756.0,3756.0,5914.0,2500.0,1,0.0266,0.0016,0.005,0.0532,
tec-mlb-nl-2026-11-27-mvp-seisuz,tec-mlb-nl,SELL,0.006,897.0,1155.0,9361.0,2500.0,1,0.0467,0.0028,0.006,0.0779,
tec-mlb-nl-2026-11-27-mvp-britur,tec-mlb-nl,BUY,0.004,6888.0,7386.0,7386.0,2500.0,1,0.0145,0.0009,0.004,0.0363,
tec-mlb-nl-2026-11-27-mvp-britur,tec-mlb-nl,SELL,0.005,67042.0,67292.0,366744.0,2500.0,1,0.0015,0.0001,0.005,0.003,
tec-mlb-nl-2026-11-27-mvp-corcar,tec-mlb-nl,BUY,0.004,11856.0,13319.0,13319.0,2500.0,1,0.0084,0.0005,0.004,0.0211,
tec-mlb-nl-2026-11-27-mvp-corcar,tec-mlb-nl,SELL,0.005,31070.0,31070.0,321323.0,2500.0,1,0.0032,0.0002,0.005,0.0064,
tec-mlb-nl-2026-11-27-mvp-drabal,tec-mlb-nl,BUY,0.004,3234.0,3732.0,3732.0,2500.0,1,0.0309,0.0019,0.004,0.0773,
tec-mlb-nl-2026-11-27-mvp-drabal,tec-mlb-nl,SELL,0.005,4905.0,5155.0,310508.0,2500.0,1,0.0204,0.0012,0.005,0.0408,
tec-mlb-nl-2026-11-27-mvp-ellcru,tec-mlb-nl,BUY,0.004,2696.0,7822.0,7822.0,2500.0,1,0.0371,0.0023,0.004,0.0927,
tec-mlb-nl-2026-11-27-mvp-ellcru,tec-mlb-nl,SELL,0.005,11745.0,12045.0,312856.0,2500.0,1,0.0085,0.0005,0.005,0.017,
tec-mlb-nl-2026-11-27-mvp-kyltuc,tec-mlb-nl,BUY,0.004,3287.0,8049.0,8049.0,2500.0,1,0.0304,0.0019,0.004,0.076,
tec-mlb-nl-2026-11-27-mvp-kyltuc,tec-mlb-nl,SELL,0.005,14606.0,15156.0,293079.0,2500.0,1,0.0068,0.0004,0.005,0.0137,
tec-mlb-nl-2026-11-27-mvp-matcha,tec-mlb-nl,BUY,0.004,3583.0,4283.0,4283.0,2500.0,1,0.0279,0.0017,0.004,0.0698,
tec-mlb-nl-2026-11-27-mvp-matcha,tec-mlb-nl,SELL,0.005,190659.0,192009.0,468125.0,2500.0,1,0.0005,0.0,0.005,0.001,
tec-mlb-nl-2026-11-27-mvp-wilada,tec-mlb-nl,BUY,0.004,2357.0,404625.0,404625.0,2500.0,1,0.0003,0.0,0.004,0.0008,
tec-mlb-nl-2026-11-27-mvp-wilada,tec-mlb-nl,SELL,0.005,69637.0,70187.0,368919.0,2500.0,1,0.0014,0.0001,0.005,0.0029,
tec-mlb-nl-2026-11-27-mvp-wilsmi,tec-mlb-nl,BUY,0.004,3018.0,5179.0,5179.0,2500.0,1,0.0331,0.002,0.004,0.0828,
tec-mlb-nl-2026-11-27-mvp-wilsmi,tec-mlb-nl,SELL,0.005,1676.0,2264.0,283346.0,2500.0,1,0.0234,0.0014,0.005,0.0468,
tec-mlb-nl-2026-11-27-mvp-jorwal,tec-mlb-nl,BUY,0.003,4499.0,5197.0,5197.0,2500.0,1,0.0222,0.0014,0.003,0.0741,
tec-mlb-nl-2026-11-27-mvp-jorwal,tec-mlb-nl,SELL,0.004,2603.0,34363.0,342390.0,2500.0,1,0.0384,0.0023,0.004,0.096,
tec-mlb-nl-2026-11-27-mvp-micbus,tec-mlb-nl,BUY,0.003,6393.0,6456.0,6456.0,2500.0,1,0.0156,0.001,0.003,0.0521,
tec-mlb-nl-2026-11-27-mvp-micbus,tec-mlb-nl,SELL,0.004,6364.0,6614.0,284936.0,2500.0,1,0.0157,0.001,0.004,0.0393,
tec-mlb-nl-2026-11-27-mvp-rafdev,tec-mlb-nl,BUY,0.003,3654.0,4729.0,4729.0,2500.0,1,0.0274,0.0017,0.003,0.0912,
tec-mlb-nl-2026-11-27-mvp-rafdev,tec-mlb-nl,SELL,0.004,2785.0,3335.0,282938.0,2500.0,1,0.0359,0.0022,0.004,0.0897,
tec-mlb-nl-2026-11-27-mvp-fralin,tec-mlb-nl,BUY,0.002,4809.0,16871.0,16871.0,2500.0,1,0.0208,0.0013,0.002,0.104,
tec-mlb-nl-2026-11-27-mvp-fralin,tec-mlb-nl,SELL,0.003,8805.0,9303.0,287595.0,2500.0,1,0.0114,0.0007,0.003,0.0379,
tec-mlb-nl-2026-11-27-mvp-ausril,tec-mlb-nl,BUY,0.001,190483.0,190483.0,190483.0,2500.0,1,0.0005,0.0,0.001,0.0052,
tec-mlb-nl-2026-11-27-mvp-ausril,tec-mlb-nl,SELL,0.002,9200.0,11881.0,18415.0,2500.0,1,0.0109,0.0007,0.002,0.0543,
tec-mlb-nl-2026-11-27-mvp-cjabr,tec-mlb-nl,BUY,0.001,145091.0,145091.0,145091.0,2500.0,1,0.0007,0.0,0.001,0.0069,
tec-mlb-nl-2026-11-27-mvp-cjabr,tec-mlb-nl,SELL,0.002,2726.0,4745.0,13142.0,2500.0,1,0.0367,0.0022,0.002,0.1834,
tec-mlb-nl-2026-11-27-mvp-jaccho,tec-mlb-nl,BUY,0.001,508107.0,508107.0,508107.0,2500.0,1,0.0002,0.0,0.001,0.002,
tec-mlb-nl-2026-11-27-mvp-jaccho,tec-mlb-nl,SELL,0.002,37295.0,51943.0,352711.0,2500.0,1,0.0027,0.0002,0.002,0.0134,
tec-mlb-nl-2026-11-27-mvp-jacmer,tec-mlb-nl,BUY,0.001,508125.0,508125.0,508125.0,2500.0,1,0.0002,0.0,0.001,0.002,
tec-mlb-nl-2026-11-27-mvp-jacmer,tec-mlb-nl,SELL,0.002,34640.0,34754.0,334693.0,2500.0,1,0.0029,0.0002,0.002,0.0144,
tec-mlb-nl-2026-11-27-mvp-juasot,tec-mlb-nl,BUY,0.001,509969.0,509969.0,509969.0,2500.0,1,0.0002,0.0,0.001,0.002,
tec-mlb-nl-2026-11-27-mvp-juasot,tec-mlb-nl,SELL,0.002,95671.0,95736.0,400462.0,2500.0,1,0.001,0.0001,0.002,0.0052,
tec-mlb-nl-2026-11-27-mvp-ketmar,tec-mlb-nl,BUY,0.001,508270.0,508270.0,508270.0,2500.0,1,0.0002,0.0,0.001,0.002,
tec-mlb-nl-2026-11-27-mvp-ketmar,tec-mlb-nl,SELL,0.002,4863.0,5401.0,305149.0,2500.0,1,0.0206,0.0013,0.002,0.1028,
tec-mlb-nl-2026-11-27-mvp-michar,tec-mlb-nl,BUY,0.001,508136.0,508136.0,508136.0,2500.0,1,0.0002,0.0,0.001,0.002,
tec-mlb-nl-2026-11-27-mvp-michar,tec-mlb-nl,SELL,0.002,20191.0,20629.0,321120.0,2500.0,1,0.005,0.0003,0.002,0.0248,
tec-mlb-nl-2026-11-27-mvp-moobet,tec-mlb-nl,BUY,0.001,506787.0,506787.0,506787.0,2500.0,1,0.0002,0.0,0.001,0.002,
tec-mlb-nl-2026-11-27-mvp-moobet,tec-mlb-nl,SELL,0.002,12128.0,12367.0,312702.0,2500.0,1,0.0082,0.0005,0.002,0.0412,
tec-mlb-nl-2026-11-27-mvp-nichoe,tec-mlb-nl,BUY,0.001,508113.0,508113.0,508113.0,2500.0,1,0.0002,0.0,0.001,0.002,
tec-mlb-nl-2026-11-27-mvp-nichoe,tec-mlb-nl,SELL,0.002,1655.0,1911.0,303609.0,2500.0,1,0.0317,0.0019,0.002,0.1587,
tec-mlb-nl-2026-11-27-mvp-pauske,tec-mlb-nl,BUY,0.001,506417.0,506417.0,506417.0,2500.0,1,0.0002,0.0,0.001,0.002,
tec-mlb-nl-2026-11-27-mvp-pauske,tec-mlb-nl,SELL,0.002,13960.0,14709.0,298789.0,2500.0,1,0.0072,0.0004,0.002,0.0358,
tec-mlb-nl-2026-11-27-mvp-ronacu,tec-mlb-nl,BUY,0.001,510321.0,510321.0,510321.0,2500.0,1,0.0002,0.0,0.001,0.002,
tec-mlb-nl-2026-11-27-mvp-ronacu,tec-mlb-nl,SELL,0.002,23723.0,24082.0,329056.0,2500.0,1,0.0042,0.0003,0.002,0.0211,
tec-mlb-nl-2026-11-27-mvp-salste,tec-mlb-nl,BUY,0.001,128934.0,128934.0,128934.0,2500.0,1,0.0008,0.0,0.001,0.0078,
tec-mlb-nl-2026-11-27-mvp-salste,tec-mlb-nl,SELL,0.002,2172.0,3381.0,10082.0,2500.0,1,0.0317,0.0019,0.002,0.1586,
tec-mlb-nl-2026-11-27-mvp-tretur,tec-mlb-nl,BUY,0.001,508097.0,508097.0,508097.0,2500.0,1,0.0002,0.0,0.001,0.002,
tec-mlb-nl-2026-11-27-mvp-tretur,tec-mlb-nl,SELL,0.002,1717.0,2076.0,281421.0,2500.0,1,0.0389,0.0024,0.002,0.1945,
tec-mlb-nl-2026-11-27-mvp-wilcon,tec-mlb-nl,BUY,0.001,100147.0,100147.0,100147.0,2500.0,1,0.001,0.0001,0.001,0.01,
tec-mlb-nl-2026-11-27-mvp-wilcon,tec-mlb-nl,SELL,0.002,1940.0,3109.0,8961.0,2500.0,1,0.0357,0.0022,0.002,0.1786,
tec-mlb-nl-2026-11-27-mvp-alebre,tec-mlb-nl,BUY,,0.0,0.0,0.0,2500.0,0,0.0,0.0,0.0,0.0,side is empty
tec-mlb-nl-2026-11-27-mvp-alebre,tec-mlb-nl,SELL,0.001,4135.0,4135.0,395683.0,2500.0,1,0.0242,0.0015,0.001,0.2418,
tec-mlb-nl-2026-11-27-mvp-jamwoo,tec-mlb-nl,BUY,,0.0,0.0,0.0,2500.0,0,0.0,0.0,0.0,0.0,side is empty
tec-mlb-nl-2026-11-27-mvp-jamwoo,tec-mlb-nl,SELL,0.001,2504.0,3383.0,332015.0,2500.0,1,0.0399,0.0024,0.001,0.3992,
tec-mlb-nl-2026-11-27-mvp-yosyam,tec-mlb-nl,BUY,,0.0,0.0,0.0,2500.0,0,0.0,0.0,0.0,0.0,side is empty
tec-mlb-nl-2026-11-27-mvp-yosyam,tec-mlb-nl,SELL,0.001,17978.0,37078.0,343658.0,2500.0,1,0.0056,0.0003,0.001,0.0556,
tec-mlb-nl-2026-11-27-cy-jacmis,tec-mlb-nl,BUY,0.871,18.0,334.0,394106.0,2500.0,1,0.3962,0.023,0.871,0.0045,
tec-mlb-nl-2026-11-27-cy-jacmis,tec-mlb-nl,SELL,0.872,6.0,103.0,386112.0,2500.0,1,0.0584,0.0034,0.872,0.0007,
tec-mlb-nl-2026-11-27-cy-chrsal,tec-mlb-nl,BUY,0.089,14341.0,14541.0,293283.0,2500.0,1,0.007,0.0004,0.089,0.0008,
tec-mlb-nl-2026-11-27-cy-chrsal,tec-mlb-nl,SELL,0.09,3688.0,3688.0,294197.0,2500.0,1,0.0271,0.0016,0.09,0.003,
tec-mlb-nl-2026-11-27-cy-crisan,tec-mlb-nl,BUY,0.055,5.0,5.0,477035.0,2500.0,1,0.3095,0.018,0.055,0.0563,
tec-mlb-nl-2026-11-27-cy-crisan,tec-mlb-nl,SELL,0.057,276.0,5259.0,286586.0,2500.0,1,0.0256,0.0015,0.057,0.0045,
tec-mlb-nl-2026-11-27-cy-brapfa,tec-mlb-nl,BUY,0.011,4046.0,4046.0,6463.0,2500.0,1,0.0247,0.0014,0.011,0.0225,
tec-mlb-nl-2026-11-27-cy-brapfa,tec-mlb-nl,SELL,0.012,29978.0,29978.0,36266.0,2500.0,1,0.0033,0.0002,0.012,0.0028,
tec-mlb-nl-2026-11-27-cy-chapat,tec-mlb-nl,BUY,0.01,72.0,72.0,53497.0,2500.0,1,0.0048,0.0003,0.01,0.0048,
tec-mlb-nl-2026-11-27-cy-chapat,tec-mlb-nl,SELL,0.011,1973.0,2174.0,23000.0,2500.0,1,0.0364,0.0021,0.011,0.0331,
tec-mlb-nl-2026-11-27-cy-jusste,tec-mlb-nl,BUY,0.01,72.0,72.0,4697.0,2500.0,1,0.0633,0.0037,0.01,0.0633,
tec-mlb-nl-2026-11-27-cy-jusste,tec-mlb-nl,SELL,0.011,752.0,955.0,24392.0,2500.0,1,0.0567,0.0033,0.011,0.0516,
tec-mlb-nl-2026-11-27-cy-loghen,tec-mlb-nl,BUY,0.01,72.0,72.0,5138.0,2500.0,1,0.0575,0.0033,0.01,0.0575,
tec-mlb-nl-2026-11-27-cy-loghen,tec-mlb-nl,SELL,0.011,38.0,41.0,10493.0,2500.0,1,0.9945,0.0578,0.011,0.9041,
tec-mlb-nl-2026-11-27-cy-micsor,tec-mlb-nl,BUY,0.01,72.0,72.0,52497.0,2500.0,1,0.0049,0.0003,0.01,0.0049,
tec-mlb-nl-2026-11-27-cy-micsor,tec-mlb-nl,SELL,0.011,902.0,902.0,17105.0,2500.0,1,0.065,0.0038,0.011,0.0591,
tec-mlb-nl-2026-11-27-cy-kylfre,tec-mlb-nl,BUY,0.009,102.0,2714.0,3989.0,2500.0,1,0.0408,0.0024,0.009,0.0453,
tec-mlb-nl-2026-11-27-cy-kylfre,tec-mlb-nl,SELL,0.01,11134.0,11134.0,16635.0,2500.0,1,0.009,0.0005,0.01,0.009,
tec-mlb-nl-2026-11-27-cy-blasne,tec-mlb-nl,BUY,0.006,20188.0,22010.0,29212.0,2500.0,1,0.005,0.0003,0.006,0.0083,
tec-mlb-nl-2026-11-27-cy-blasne,tec-mlb-nl,SELL,0.007,57274.0,57276.0,356522.0,2500.0,1,0.0017,0.0001,0.007,0.0025,
tec-mlb-nl-2026-11-27-cy-davpet,tec-mlb-nl,BUY,0.006,4603.0,6425.0,9029.0,2500.0,1,0.0217,0.0013,0.006,0.0362,
tec-mlb-nl-2026-11-27-cy-davpet,tec-mlb-nl,SELL,0.007,133663.0,134213.0,433757.0,2500.0,1,0.0007,0.0,0.007,0.0011,
tec-mlb-nl-2026-11-27-cy-jesluz,tec-mlb-nl,BUY,0.002,17116.0,19948.0,19948.0,2500.0,1,0.0058,0.0003,0.002,0.0292,
tec-mlb-nl-2026-11-27-cy-jesluz,tec-mlb-nl,SELL,0.007,14371.0,14671.0,274877.0,2500.0,1,0.007,0.0004,0.007,0.0099,
tec-mlb-nl-2026-11-27-cy-quipri,tec-mlb-nl,BUY,0.006,220.0,7092.0,9617.0,2500.0,1,0.0212,0.0012,0.006,0.0353,
tec-mlb-nl-2026-11-27-cy-quipri,tec-mlb-nl,SELL,0.007,225.0,52685.0,352247.0,2500.0,1,0.0021,0.0001,0.007,0.003,
tec-mlb-nl-2026-11-27-cy-shoima,tec-mlb-nl,BUY,0.006,3225.0,3225.0,5825.0,2500.0,1,0.031,0.0018,0.006,0.0517,
tec-mlb-nl-2026-11-27-cy-shoima,tec-mlb-nl,SELL,0.007,60025.0,83274.0,376895.0,2500.0,1,0.0017,0.0001,0.007,0.0024,
tec-mlb-nl-2026-11-27-cy-tylmah,tec-mlb-nl,BUY,0.005,3906.0,6406.0,8981.0,2500.0,1,0.0256,0.0015,0.005,0.0512,
tec-mlb-nl-2026-11-27-cy-tylmah,tec-mlb-nl,SELL,0.007,172.0,74691.0,80497.0,2500.0,1,0.0016,0.0001,0.007,0.0023,
tec-mlb-nl-2026-11-27-cy-andabb,tec-mlb-nl,BUY,0.005,3147.0,4969.0,9969.0,2500.0,1,0.0318,0.0018,0.005,0.0635,
tec-mlb-nl-2026-11-27-cy-andabb,tec-mlb-nl,SELL,0.006,135212.0,135710.0,435354.0,2500.0,1,0.0007,0.0,0.006,0.0012,
tec-mlb-nl-2026-11-27-cy-brasin,tec-mlb-nl,BUY,0.005,4056.0,5878.0,8494.0,2500.0,1,0.0246,0.0014,0.005,0.0493,
tec-mlb-nl-2026-11-27-cy-brasin,tec-mlb-nl,SELL,0.006,174673.0,175223.0,474730.0,2500.0,1,0.0006,0.0,0.006,0.001,
tec-mlb-nl-2026-11-27-cy-brawoo,tec-mlb-nl,BUY,0.005,4056.0,5978.0,8656.0,2500.0,1,0.0246,0.0014,0.005,0.0493,
tec-mlb-nl-2026-11-27-cy-brawoo,tec-mlb-nl,SELL,0.006,37664.0,60362.0,359724.0,2500.0,1,0.0027,0.0002,0.006,0.0044,
tec-mlb-nl-2026-11-27-cy-edwcab,tec-mlb-nl,BUY,0.005,4056.0,5878.0,8542.0,2500.0,1,0.0246,0.0014,0.005,0.0493,
tec-mlb-nl-2026-11-27-cy-edwcab,tec-mlb-nl,SELL,0.006,88269.0,88269.0,387675.0,2500.0,1,0.0011,0.0001,0.006,0.0019,
tec-mlb-nl-2026-11-27-cy-eurper,tec-mlb-nl,BUY,0.005,4056.0,5978.0,8565.0,2500.0,1,0.0246,0.0014,0.005,0.0493,
tec-mlb-nl-2026-11-27-cy-eurper,tec-mlb-nl,SELL,0.006,108671.0,109221.0,408615.0,2500.0,1,0.0009,0.0001,0.006,0.0015,
tec-mlb-nl-2026-11-27-cy-freper,tec-mlb-nl,BUY,0.005,3756.0,3756.0,6281.0,2500.0,1,0.0266,0.0015,0.005,0.0532,
tec-mlb-nl-2026-11-27-cy-freper,tec-mlb-nl,SELL,0.006,82509.0,82509.0,397576.0,2500.0,1,0.0012,0.0001,0.006,0.002,
tec-mlb-nl-2026-11-27-cy-jarjon,tec-mlb-nl,BUY,0.005,3906.0,5728.0,8396.0,2500.0,1,0.0256,0.0015,0.005,0.0512,
tec-mlb-nl-2026-11-27-cy-jarjon,tec-mlb-nl,SELL,0.006,150533.0,150783.0,450391.0,2500.0,1,0.0007,0.0,0.006,0.0011,
tec-mlb-nl-2026-11-27-cy-joemus,tec-mlb-nl,BUY,0.005,4056.0,5878.0,8510.0,2500.0,1,0.0246,0.0014,0.005,0.0493,
tec-mlb-nl-2026-11-27-cy-joemus,tec-mlb-nl,SELL,0.006,20075.0,20109.0,319877.0,2500.0,1,0.005,0.0003,0.006,0.0083,
tec-mlb-nl-2026-11-27-cy-kodsen,tec-mlb-nl,BUY,0.005,4131.0,5998.0,8641.0,2500.0,1,0.0242,0.0014,0.005,0.0484,
tec-mlb-nl-2026-11-27-cy-kodsen,tec-mlb-nl,SELL,0.006,69070.0,69070.0,346172.0,2500.0,1,0.0014,0.0001,0.006,0.0024,
tec-mlb-nl-2026-11-27-cy-logweb,tec-mlb-nl,BUY,0.005,4056.0,5878.0,8403.0,2500.0,1,0.0246,0.0014,0.005,0.0493,
tec-mlb-nl-2026-11-27-cy-logweb,tec-mlb-nl,SELL,0.006,245.0,50961.0,375752.0,2500.0,1,0.0022,0.0001,0.006,0.0036,
tec-mlb-nl-2026-11-27-cy-mickin,tec-mlb-nl,BUY,0.005,4056.0,4056.0,6581.0,2500.0,1,0.0246,0.0014,0.005,0.0493,
tec-mlb-nl-2026-11-27-cy-mickin,tec-mlb-nl,SELL,0.006,1510.0,1511.0,16010.0,2500.0,1,0.0443,0.0026,0.006,0.0739,
tec-mlb-nl-2026-11-27-cy-mitkel,tec-mlb-nl,BUY,0.005,114.0,114.0,404497.0,2500.0,1,0.0004,0.0,0.005,0.0008,
tec-mlb-nl-2026-11-27-cy-mitkel,tec-mlb-nl,SELL,0.006,83728.0,86879.0,392890.0,2500.0,1,0.0012,0.0001,0.006,0.002,
tec-mlb-nl-2026-11-27-cy-niclod,tec-mlb-nl,BUY,0.005,3906.0,5728.0,8399.0,2500.0,1,0.0256,0.0015,0.005,0.0512,
tec-mlb-nl-2026-11-27-cy-niclod,tec-mlb-nl,SELL,0.006,109060.0,109310.0,408494.0,2500.0,1,0.0009,0.0001,0.006,0.0015,
tec-mlb-nl-2026-11-27-cy-nicpiv,tec-mlb-nl,BUY,0.005,2295.0,6617.0,8721.0,2500.0,1,0.0162,0.0009,0.005,0.0323,
tec-mlb-nl-2026-11-27-cy-nicpiv,tec-mlb-nl,SELL,0.006,118819.0,119069.0,418441.0,2500.0,1,0.0008,0.0,0.006,0.0014,
tec-mlb-nl-2026-11-27-cy-nolmcl,tec-mlb-nl,BUY,0.005,3906.0,9109.0,11262.0,2500.0,1,0.0256,0.0015,0.005,0.0512,
tec-mlb-nl-2026-11-27-cy-nolmcl,tec-mlb-nl,SELL,0.006,18723.0,18723.0,296844.0,2500.0,1,0.0053,0.0003,0.006,0.0089,
tec-mlb-nl-2026-11-27-cy-pauske,tec-mlb-nl,BUY,0.005,3231.0,7613.0,8288.0,2500.0,1,0.0309,0.0018,0.005,0.0619,
tec-mlb-nl-2026-11-27-cy-pauske,tec-mlb-nl,SELL,0.006,14033.0,15277.0,292449.0,2500.0,1,0.0071,0.0004,0.006,0.0119,
tec-mlb-nl-2026-11-27-cy-sanalc,tec-mlb-nl,BUY,0.005,2406.0,6778.0,9064.0,2500.0,1,0.0158,0.0009,0.005,0.0315,
tec-mlb-nl-2026-11-27-cy-sanalc,tec-mlb-nl,SELL,0.006,1035.0,1518.0,278960.0,2500.0,1,0.0299,0.0017,0.006,0.0499,
tec-mlb-nl-2026-11-27-cy-tylgla,tec-mlb-nl,BUY,0.005,3906.0,5609.0,6134.0,2500.0,1,0.0256,0.0015,0.005,0.0512,
tec-mlb-nl-2026-11-27-cy-tylgla,tec-mlb-nl,SELL,0.006,5087.0,5087.0,309338.0,2500.0,1,0.0197,0.0011,0.006,0.0328,
tec-mlb-nl-2026-11-27-cy-yosyam,tec-mlb-nl,BUY,0.005,3906.0,6105.0,8630.0,2500.0,1,0.0256,0.0015,0.005,0.0512,
tec-mlb-nl-2026-11-27-cy-yosyam,tec-mlb-nl,SELL,0.006,3.0,378.0,291207.0,2500.0,1,0.0214,0.0012,0.006,0.0357,
tec-mlb-nl-2026-11-27-cy-clahol,tec-mlb-nl,BUY,0.004,3662.0,5732.0,5732.0,2500.0,1,0.0273,0.0016,0.004,0.0683,
tec-mlb-nl-2026-11-27-cy-clahol,tec-mlb-nl,SELL,0.005,76612.0,76862.0,87449.0,2500.0,1,0.0013,0.0001,0.005,0.0026,
tec-mlb-nl-2026-11-27-cy-masmil,tec-mlb-nl,BUY,0.003,4309.0,6947.0,6947.0,2500.0,1,0.0232,0.0013,0.003,0.0773,
tec-mlb-nl-2026-11-27-cy-masmil,tec-mlb-nl,SELL,0.004,98412.0,99849.0,415002.0,2500.0,1,0.001,0.0001,0.004,0.0025,
tec-mlb-nl-2026-11-27-cy-robray,tec-mlb-nl,BUY,0.003,173.0,521387.0,521387.0,2500.0,1,0.0002,0.0,0.003,0.0008,
tec-mlb-nl-2026-11-27-cy-robray,tec-mlb-nl,SELL,0.004,110793.0,112934.0,427513.0,2500.0,1,0.0009,0.0001,0.004,0.0023,
tec-mlb-nl-2026-11-27-cy-chabur,tec-mlb-nl,BUY,0.001,907661.0,907661.0,907661.0,2500.0,1,0.0001,0.0,0.001,0.0011,
tec-mlb-nl-2026-11-27-cy-chabur,tec-mlb-nl,SELL,0.002,4502.0,7100.0,328659.0,2500.0,1,0.0222,0.0013,0.002,0.111,
tec-mlb-nl-2026-11-27-cy-chadol,tec-mlb-nl,BUY,0.001,525.0,525.0,525.0,2500.0,0,0.0,0.0,0.001,0.0,side under Target Size — pays nobody
tec-mlb-nl-2026-11-27-cy-chadol,tec-mlb-nl,SELL,0.002,189464.0,189464.0,215465.0,2500.0,1,0.0005,0.0,0.002,0.0026,
tec-nfl-afcwest-2027-01-10-w-kc,tec-nfl-afcwest,BUY,0.35,1182.88,14934.48,42673.48,15000.0,1,0.0413,0.0155,0.35,0.0012,
tec-nfl-afcwest-2027-01-10-w-kc,tec-nfl-afcwest,SELL,0.36,3290.06,41968.06,73626.06,15000.0,1,0.0067,0.0025,0.36,0.0002,
tec-nfl-afcwest-2027-01-10-w-den,tec-nfl-afcwest,BUY,0.33,1416.66,11755.44,39597.44,15000.0,1,0.0426,0.016,0.33,0.0013,
tec-nfl-afcwest-2027-01-10-w-den,tec-nfl-afcwest,SELL,0.34,1395.0,31419.76,59306.76,15000.0,1,0.0096,0.0036,0.34,0.0003,
tec-nfl-afcwest-2027-01-10-w-lac,tec-nfl-afcwest,BUY,0.33,622.36,1775.36,31875.39,15000.0,1,0.1224,0.0459,0.33,0.0037,
tec-nfl-afcwest-2027-01-10-w-lac,tec-nfl-afcwest,SELL,0.34,2802.36,5846.36,38339.36,15000.0,1,0.0269,0.0101,0.34,0.0008,
tec-nfl-afcwest-2027-01-10-w-lv,tec-nfl-afcwest,BUY,0.05,89586.83,105309.83,107905.83,15000.0,1,0.0011,0.0004,0.05,0.0002,
tec-nfl-afcwest-2027-01-10-w-lv,tec-nfl-afcwest,SELL,0.06,12.38,57.38,72280.5,15000.0,1,0.6418,0.2407,0.06,0.107,
tec-nfl-afcsouth-2027-01-10-w-hou,tec-nfl-afcsouth,BUY,0.46,3572.77,22756.14,50998.73,15000.0,1,0.0172,0.0065,0.46,0.0004,
tec-nfl-afcsouth-2027-01-10-w-hou,tec-nfl-afcsouth,SELL,0.47,1.0,18.0,46041.0,15000.0,1,14.0845,5.2817,0.47,0.2997,
tec-nfl-afcsouth-2027-01-10-w-jax,tec-nfl-afcsouth,BUY,0.28,4062.5,61454.5,89105.72,15000.0,1,0.0048,0.0018,0.28,0.0002,
tec-nfl-afcsouth-2027-01-10-w-jax,tec-nfl-afcsouth,SELL,0.29,2807.63,5070.63,35599.59,15000.0,1,0.0287,0.0108,0.29,0.001,
tec-nfl-afcsouth-2027-01-10-w-ind,tec-nfl-afcsouth,BUY,0.19,7467.04,18663.04,46792.93,15000.0,1,0.0108,0.004,0.19,0.0006,
